,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,2024,2024.1,2024.2,2024.3,2024.4,2024.5,2024.6,2024.7,2024.8,2024.9,2024.10,2024.11,2024.12,2024.13,2024.14,2024.15,2024.16
847,Kodai Senga,31,"6' 1""",202,AAA,NYM,6.1,6.1,-,-,5.18,48,3,3,10.1,12,1,6,7,7,1.20,5.23,1.84
848,Austin Pruitt,34,"5' 10""",185,AAA,TEX,2.7,4.5,35%,12.0%,5.70,50,9,-,10.0,18,2,9,3,5,1.18,8.10,2.10
849,Jonathan Hernández,28,"6' 3""",190,AAA,TEX,3.6,12.6,56%,18.4%,4.20,43,8,-,10.0,11,2,3,4,14,0.27,2.70,1.50
850,Corbin Martin,28,"6' 2""",225,AAA,MIL,11.7,9.0,88%,14.1%,7.70,50,9,-,10.0,11,2,8,13,10,1.29,7.20,2.40
851,Bryan Mata,25,"6' 3""",223,AAA,BOS,5.4,9.0,-,-,5.50,45,5,2,10.0,7,1,5,6,10,1.25,4.50,1.30
852,Wyatt Olds,25,"6' 0""",183,AAA,BOS,10.8,13.5,-,-,9.30,51,7,-,10.0,9,4,12,12,15,2.50,10.80,2.10
853,Sam Bachman,24,"6' 1""",235,AAA,LAA,2.7,4.5,-,-,4.70,38,2,2,10.0,5,1,1,3,5,0.71,0.90,0.80
854,Logan Henderson,22,"5' 11""",194,AAA,MIL,0.0,9.9,-,-,2.60,36,2,2,10.0,6,1,1,0,11,2.60,0.90,0.60
855,Blake Goldsberry,27,"6' 4""",220,AAA,COL,11.2,5.6,20%,8.9%,7.22,56,10,1,9.2,14,1,10,12,6,1.00,9.31,2.69
856,David Peterson,28,"6' 6""",240,AAA,NYM,1.9,10.2,55%,11.8%,1.79,43,2,2,9.2,12,0,3,2,11,0.70,2.79,1.45
857,Dylan File,28,"6' 1""",205,AAA,AZ,2.8,3.7,-,-,6.79,50,3,2,9.2,16,2,11,3,4,1.50,10.24,1.97
858,Matthew Boyd,33,"6' 3""",223,AAA,CLE,0.0,11.2,-,-,0.59,32,2,2,9.2,3,0,1,0,12,1.83,0.93,0.31
859,Alex Cobb,36,"6' 3""",205,AAA,CLE,2.8,8.4,-,-,2.22,35,2,2,9.2,5,0,1,3,9,0.38,0.93,0.83
860,Nick Avila,27,"6' 4""",195,AAA,SF,3.9,12.5,47%,12.3%,3.09,38,8,-,9.1,7,1,7,4,13,0.40,6.75,1.18
861,Michael Boyle,30,"6' 3""",200,AAA,MIN,6.8,3.9,-,-,7.49,50,10,-,9.1,15,2,8,7,4,1.30,7.71,2.36
862,Bryan Hoeing,27,"6' 6""",210,AAA,MIA,4.8,9.6,80%,12.9%,2.65,44,5,1,9.1,11,0,5,5,10,0.13,4.82,1.71
863,Tyler Mahle,29,"6' 3""",210,AAA,TEX,1.9,7.7,-,-,2.10,33,3,3,9.1,6,0,2,2,8,0.42,1.93,0.86
864,Nic Enright,27,"6' 3""",205,AAA,CLE,1.0,19.0,50%,23.8%,0.00,32,7,-,9.0,4,0,0,1,19,0.60,0.00,0.56
865,Ricky Tiedemann,22,"6' 4""",220,AAA,TOR,12.0,11.0,40%,13.2%,10.09,49,4,4,9.0,8,3,6,12,11,0.88,6.00,2.22
866,Cam Booser,32,"6' 3""",225,AAA,BOS,1.0,18.0,25%,17.2%,0.00,40,6,-,9.0,12,0,7,1,18,1.67,7.00,1.44
867,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
868,Kade McClure,28,"6' 7""",220,AAA,PIT,8.0,8.0,36%,8.8%,10.53,50,7,-,9.0,13,4,15,8,8,1.11,15.00,2.33
869,Drew Pomeranz,35,"6' 5""",246,AAA,LAD,1.0,14.0,36%,10.1%,1.87,37,8,1,9.0,9,1,6,1,14,5.50,6.00,1.11
870,Bobby Milacki,27,"6' 2""",210,AAA,SD,6.0,8.0,49%,8.9%,7.76,48,5,-,9.0,16,3,13,6,8,0.80,13.00,2.44
871,Justin Topa,33,"6' 4""",200,AAA,MIN,3.0,13.0,88%,13.1%,1.64,34,9,-,9.0,7,0,2,3,13,0.25,2.00,1.11
872,Ian Clarkin,29,"6' 2""",215,AAA,AZ,5.0,12.0,67%,10.3%,5.42,48,6,-,9.0,16,2,10,5,12,0.17,10.00,2.33
873,Reid Birlingmair,27,"5' 10""",210,AAA,TEX,12.0,6.0,25%,4.5%,7.64,48,7,-,9.0,12,1,7,12,6,2.40,7.00,2.67
874,Hayden Birdsong,22,"6' 4""",215,AAA,SF,6.0,14.0,-,-,3.87,42,2,2,9.0,8,1,5,6,14,0.86,5.00,1.56
875,Josiah Gray,26,"6' 1""",209,AAA,WSH,1.0,5.0,-,-,5.64,39,2,2,9.0,10,2,8,1,5,2.67,8.00,1.22
876,Gabe Speier,29,"5' 11""",200,AAA,SEA,2.0,4.0,-,-,2.98,36,9,-,9.0,7,0,2,2,4,1.56,2.00,1.00
877,Raffi Vizcaíno,28,"6' 0""",237,AAA,MIA,14.0,15.0,-,-,4.53,48,6,-,9.0,7,0,6,14,15,1.40,6.00,2.33
878,Casey Mize,27,"6' 3""",212,AAA,DET,4.0,10.0,-,-,2.64,37,3,3,9.0,7,0,1,4,10,1.50,1.00,1.22
879,Tristan Beck,28,"6' 4""",165,AAA,SF,1.0,11.0,-,-,2.53,39,3,3,9.0,12,1,5,1,11,2.75,5.00,1.44
880,Giovanny Gallegos,33,"6' 2""",205,AAA,MIN,4.0,5.0,-,-,8.09,40,9,1,9.0,10,3,8,4,5,2.33,8.00,1.56
881,Alan Rangel,27,"6' 2""",170,AAA,PHI,5.0,5.0,-,-,5.20,37,4,2,9.0,6,1,4,5,5,1.33,4.00,1.22
882,Andrew Morris,22,"6' 0""",195,AAA,MIN,5.0,5.0,-,-,5.53,37,2,2,9.0,4,1,4,5,5,1.00,4.00,1.00
883,Jeremiah Estrada,25,"6' 1""",185,AAA,SD,3.1,20.8,30%,21.6%,0.00,33,8,-,8.2,4,0,2,3,20,2.00,2.08,0.81
884,Danis Correa,24,"5' 11""",150,AAA,OAK,11.4,12.5,20%,9.5%,6.25,46,8,-,8.2,10,1,7,11,12,1.00,7.27,2.42
885,Brent Headrick,26,"6' 6""",235,AAA,MIN,3.1,15.6,65%,11.9%,2.22,35,2,2,8.2,7,1,2,3,15,0.43,2.08,1.15
886,Carlos Guzman,26,"6' 1""",210,AAA,NYM,10.4,7.3,50%,10.3%,7.10,41,6,-,8.2,2,1,4,10,7,0.75,4.15,1.38
887,Ryan Langford,24,"6' 0""",160,AAA,LAA,5.2,3.1,40%,13.0%,4.30,34,4,3,8.2,6,0,2,5,3,1.86,2.08,1.27
888,Jorge Alcala,29,"6' 3""",205,AAA,MIN,7.3,12.5,38%,15.5%,4.42,35,7,-,8.2,5,1,2,7,12,1.75,2.08,1.38
889,Abner Uribe,24,"6' 3""",215,AAA,MIL,7.3,7.3,64%,9.2%,4.79,38,7,-,8.2,3,0,1,7,7,0.46,1.04,1.15
890,Reggie Crawford,23,"6' 4""",235,AAA,SF,7.3,11.4,38%,6.3%,3.44,35,7,-,8.2,3,0,1,7,11,1.17,1.04,1.15
891,Alex Lange,28,"6' 3""",202,AAA,DET,1.0,12.5,67%,20.0%,2.22,34,9,-,8.2,7,1,3,1,12,0.75,3.12,0.92
892,Blaine Knight,28,"6' 3""",165,AAA,PHI,6.2,9.4,-,-,8.32,41,6,-,8.2,10,3,9,6,9,2.00,9.35,1.85
893,Logan Gragg,26,"6' 5""",200,AAA,SEA,4.2,7.3,-,-,4.91,35,4,1,8.2,5,1,2,4,7,2.60,2.08,1.04
894,Dean Kremer,28,"6' 2""",210,AAA,BAL,4.2,9.4,-,-,8.81,46,3,3,8.2,15,4,11,4,9,2.60,11.42,2.19
895,Jacob Misiorowski,22,"6' 7""",190,AAA,MIL,3.1,10.4,-,-,2.59,32,5,2,8.2,1,0,2,3,10,1.29,2.08,0.46
896,Yohan Ramírez,29,"6' 4""",212,AAA,BOS,4.2,9.4,-,-,4.79,37,5,-,8.2,7,1,4,4,9,0.25,4.15,1.27
897,Spencer Arrighetti,24,"6' 2""",186,AAA,HOU,7.6,10.8,45%,14.0%,3.32,37,2,2,8.1,7,0,2,7,10,0.63,2.16,1.68
898,Sam Moll,32,"5' 9""",190,AAA,CIN,3.2,9.7,36%,7.4%,4.44,40,9,-,8.1,11,1,6,3,9,1.50,6.48,1.68
899,Ben Lively,32,"6' 4""",235,AAA,CLE,0.0,4.3,44%,11.0%,3.82,29,2,2,8.1,5,1,3,0,4,0.82,3.24,0.60
900,Adam Wolf,27,"6' 6""",215,AAA,DET,8.6,8.6,76%,7.7%,4.93,39,5,1,8.1,6,0,3,8,8,0.25,3.24,1.68
901,Melvin Adón,30,"6' 3""",246,AAA,BOS,10.8,13.0,43%,13.2%,7.52,44,7,-,8.1,9,2,11,10,12,1.00,11.88,2.28
902,Kyle Bradish,27,"6' 3""",215,AAA,BAL,4.3,10.8,52%,14.2%,4.19,39,2,2,8.1,11,1,5,4,10,1.17,5.40,1.80
903,Sam Hentges,28,"6' 6""",245,AAA,CLE,5.4,7.6,36%,7.6%,4.06,37,9,2,8.1,6,0,4,5,7,1.43,4.32,1.32
904,Ty Adcock,27,"6' 0""",213,AAA,DET,6.5,11.9,39%,13.4%,6.29,44,9,-,8.1,11,2,8,6,11,1.50,8.64,2.04
905,Mitchell Stumpo,28,"6' 2""",205,AAA,AZ,7.6,8.6,21%,14.6%,5.42,44,8,-,8.1,13,1,13,7,8,3.00,14.04,2.40
906,Matt Sauer,25,"6' 4""",230,AAA,NYY,8.6,9.7,-,-,10.36,53,10,1,8.1,18,4,15,8,9,1.43,16.20,3.12
907,Matt Tabor,26,"6' 2""",180,AAA,SEA,8.6,7.6,-,-,6.04,41,7,-,8.1,11,1,6,8,7,2.75,6.48,2.28
908,Kyle Muller,26,"6' 7""",250,AAA,OAK,3.2,7.6,-,-,4.19,36,4,1,8.1,7,1,5,3,7,1.00,5.40,1.20
909,Ryan Borucki,30,"6' 4""",210,AAA,PIT,5.4,17.3,-,-,4.31,36,9,-,8.1,7,2,5,5,16,0.14,5.40,1.44
910,Tim Mayza,32,"6' 3""",215,AAA,NYY,3.2,8.6,-,-,2.34,35,9,-,8.1,7,0,2,3,8,0.89,2.16,1.20
911,Reiver Sanmartin,28,"6' 2""",160,AAA,CIN,3.2,5.4,-,-,5.05,38,9,-,8.1,10,1,7,3,5,0.36,7.56,1.56
912,Jacob Barnes,34,"6' 2""",231,AAA,WSH,2.3,11.3,33%,20.4%,1.45,27,7,-,8.0,1,0,0,2,10,1.80,0.00,0.38
913,Shane Greene,35,"6' 4""",200,AAA,TEX,15.8,12.4,37%,8.6%,7.58,49,6,1,8.0,7,0,15,14,11,1.40,16.88,2.63
914,Kody Funderburk,27,"6' 4""",230,AAA,MIN,4.5,15.8,-,-,1.58,32,7,-,8.0,3,0,1,4,14,1.00,1.13,0.88
915,Kyle Freeland,31,"6' 4""",204,AAA,COL,5.6,9.0,-,-,4.70,31,2,2,8.0,5,1,3,5,8,0.63,3.38,1.25
916,Ross Stripling,34,"6' 1""",215,AAA,OAK,1.1,1.1,-,-,3.33,36,2,2,8.0,13,0,5,1,1,2.00,5.63,1.75
917,Ryan Brasier,36,"6' 0""",223,AAA,LAD,1.1,13.5,-,-,0.58,29,8,-,8.0,4,0,0,1,12,0.33,0.00,0.63
918,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
919,Casey Kelly,34,"6' 3""",215,AAA,CIN,5.6,2.3,-,-,6.20,36,2,2,8.0,8,1,4,5,2,1.63,4.50,1.63
920,Colby White,26,"6' 0""",190,AAA,TB,11.7,11.7,48%,9.0%,10.84,46,9,1,7.2,10,3,15,10,10,1.33,17.61,2.61
921,Josh James,31,"6' 3""",234,AAA,STL,17.6,5.9,25%,4.3%,12.09,51,9,-,7.2,13,2,17,15,5,0.89,19.96,3.65
922,Nick Lodolo,26,"6' 6""",216,AAA,CIN,3.5,11.7,63%,15.6%,4.73,33,2,2,7.2,7,1,5,3,10,0.11,5.87,1.30
923,Yorlin Calderon,23,"6' 3""",155,AAA,NYY,3.5,5.9,57%,8.3%,5.28,31,3,-,7.2,4,1,1,3,5,0.64,1.17,0.91
924,Blayne Enlow,25,"6' 3""",170,AAA,SF,3.5,8.2,65%,10.9%,2.92,37,2,2,7.2,10,0,7,3,7,0.33,8.22,1.70
925,Jordan Montgomery,31,"6' 6""",228,AAA,AZ,5.9,10.6,40%,13.0%,6.39,39,2,2,7.2,12,2,9,5,9,1.17,10.57,2.22
926,Nick Burdi,31,"6' 3""",225,AAA,NYY,3.5,14.1,0%,25.0%,3.34,30,8,-,7.2,3,1,3,3,12,0.83,3.52,0.78
927,Davis Martin,27,"6' 2""",215,AAA,CWS,3.5,8.2,-,-,2.51,31,2,2,7.2,5,0,0,3,7,0.78,0.00,1.04
928,Travis Lakins Sr.,30,"6' 1""",220,AAA,CWS,2.4,10.6,-,-,3.34,32,7,-,7.2,6,1,3,2,9,2.00,3.52,1.04
929,Robby Ahlstrom,25,"6' 3""",195,AAA,TEX,3.5,7.0,-,-,4.59,37,6,-,7.2,9,1,5,3,6,1.71,5.87,1.57
930,Carlos Romero,25,"6' 6""",179,AAA,WSH,3.5,7.0,-,-,4.59,31,5,-,7.2,7,1,2,3,6,0.88,2.35,1.30
931,Chase Anderson,36,"6' 1""",210,AAA,TEX,4.7,9.4,-,-,8.06,39,3,3,7.2,12,3,6,4,8,1.50,7.04,2.09
932,Brandon Sproat,23,"6' 3""",215,AAA,NYM,5.9,7.0,-,-,7.23,36,2,2,7.2,9,2,7,5,6,0.33,8.22,1.83
933,Ethan Routzahn,26,"6' 4""",225,AAA,SD,1.2,3.5,-,-,5.01,32,4,-,7.2,9,1,5,1,3,0.50,5.87,1.30
934,Freddy Tarnok,25,"6' 3""",185,AAA,OAK,4.9,7.4,42%,8.2%,7.29,35,6,1,7.1,9,2,11,4,6,0.88,13.50,1.77
935,Marco Gonzales,32,"6' 1""",205,AAA,PIT,6.1,7.4,-,-,5.45,36,2,2,7.1,7,1,5,5,6,0.80,6.14,1.64
936,Drew Parrish,26,"5' 11""",200,AAA,ATL,4.9,4.9,-,-,4.19,28,2,1,7.1,3,0,2,4,4,0.78,2.45,0.95
937,Drew Rasmussen,29,"6' 1""",211,AAA,TB,0.0,9.8,-,-,5.03,33,5,2,7.1,11,2,7,0,8,0.30,8.59,1.50
938,Brooks Crawford,28,"6' 4""",215,AAA,CIN,7.4,3.7,-,-,6.72,32,5,1,7.1,7,1,2,6,3,1.29,2.45,1.77
939,Ryan Watson,26,"6' 5""",225,AAA,SF,2.5,9.8,-,-,1.79,31,7,-,7.1,6,0,1,2,8,0.88,1.23,1.09
940,Nate Lavender,24,"6' 2""",210,AAA,NYM,9.0,11.6,59%,10.5%,7.34,34,5,1,7.0,6,2,3,7,9,0.71,3.86,1.86
941,Kolton Ingram,27,"5' 9""",170,AAA,TEX,9.0,3.9,50%,12.5%,8.06,36,6,-,7.0,7,1,4,7,3,1.13,5.14,2.00
942,Baron Stuart,25,"6' 4""",209,AAA,NYY,5.1,2.6,53%,2.4%,4.34,25,1,1,7.0,3,0,1,4,2,0.60,1.29,1.00
943,Clayton Kershaw,36,"6' 4""",225,AAA,LAD,1.3,9.0,-,-,3.49,27,2,2,7.0,6,1,3,1,7,0.86,3.86,1.00
944,Ethan Small,27,"6' 2""",200,AAA,SF,2.6,11.6,-,-,1.49,32,8,-,7.0,9,0,6,2,9,5.00,7.71,1.57
945,Cole Wilcox,25,"6' 5""",232,AAA,TB,6.4,10.3,-,-,5.34,38,2,2,7.0,13,1,8,5,8,0.57,10.29,2.57
946,Justin Martinez,23,"6' 3""",180,AAA,AZ,4.1,18.9,67%,23.0%,2.72,28,6,-,6.2,4,1,2,3,14,0.20,2.70,1.05
947,Marc Church,23,"6' 3""",189,AAA,TEX,4.1,6.8,17%,14.4%,3.04,31,6,-,6.2,8,0,3,3,5,2.00,4.05,1.65
948,Jared Koenig,30,"6' 5""",235,AAA,MIL,2.7,14.9,43%,15.9%,0.62,23,6,-,6.2,3,0,1,2,11,1.33,1.35,0.75
949,Michael Byrne,27,"6' 3""",205,AAA,CIN,2.7,14.9,43%,15.6%,1.10,28,7,-,6.2,7,0,3,2,11,6.00,4.05,1.35
950,Hunter Parsons,27,"6' 2""",215,AAA,NYM,10.8,13.5,47%,11.6%,5.94,33,5,1,6.2,5,1,5,8,10,1.50,6.75,1.95
951,Collin Wiles,30,"6' 4""",222,AAA,TEX,5.4,8.1,27%,5.9%,5.30,32,2,2,6.2,10,1,6,4,6,3.00,8.10,2.10
952,Luke Barker,32,"6' 3""",230,AAA,SEA,12.2,8.1,41%,12.1%,7.72,33,5,-,6.2,6,1,8,9,6,2.00,10.80,2.25
953,Luke Little,23,"6' 8""",220,AAA,CHC,9.5,9.5,46%,4.7%,5.30,30,4,-,6.2,3,0,3,7,7,0.57,4.05,1.50
954,Eury Ramos,26,"6' 3""",152,AAA,PHI,13.5,6.8,-,-,12.72,38,6,-,6.2,10,3,8,10,5,1.17,10.80,3.00
955,Austin Brice,32,"6' 4""",238,AAA,MIN,24.3,13.5,-,-,9.65,49,10,-,6.2,11,0,19,18,10,1.00,25.65,4.35
956,Josh Sborz,30,"6' 3""",215,AAA,TEX,6.8,16.2,-,-,1.75,30,7,-,6.2,5,0,6,5,12,3.00,8.10,1.50
957,Morgan McSweeney,26,"6' 4""",210,AAA,BAL,4.1,4.1,-,-,3.68,28,6,-,6.2,6,0,0,3,3,0.78,0.00,1.35
958,Garvin Alston,27,"6' 4""",175,AAA,WSH,4.1,5.4,-,-,3.36,29,2,-,6.2,6,0,4,3,4,3.00,5.40,1.35
959,Austin Roberts,26,"6' 0""",215,AAA,MIA,8.1,16.2,-,-,4.33,32,4,-,6.2,7,1,4,6,12,0.40,5.40,1.95
960,Cole Irvin,30,"6' 4""",225,AAA,BAL,8.1,6.8,-,-,4.97,33,2,2,6.2,5,0,3,6,5,1.00,4.05,1.65
961,Calvin Faucher,28,"6' 1""",190,AAA,MIA,1.4,5.7,43%,7.8%,4.51,26,4,-,6.1,7,1,3,1,4,1.33,4.26,1.26
962,Adrian Morejon,25,"5' 11""",224,AAA,SD,1.4,8.5,59%,14.1%,5.99,24,6,-,6.1,4,2,2,1,6,0.30,2.84,0.79
963,Lucas Gilbreath,28,"6' 1""",185,AAA,COL,7.1,8.5,100%,6.7%,5.17,32,7,-,6.1,6,0,5,5,6,0.33,7.11,1.74
964,Robert Kwiatkowski,27,"6' 1""",190,AAA,BOS,1.4,7.1,31%,8.5%,2.05,22,3,-,6.1,4,0,0,1,5,2.00,0.00,0.79
965,Royber Salinas,23,"6' 3""",205,AAA,OAK,11.4,11.4,64%,13.3%,6.64,33,2,2,6.1,6,1,7,8,8,0.38,9.95,2.21
966,Triston Polley,27,"6' 0""",190,AAA,TEX,10.0,4.3,46%,9.3%,8.28,33,7,-,6.1,5,1,3,7,3,1.13,4.26,1.89
967,José Urquidy,29,"6' 0""",215,AAA,HOU,1.4,8.5,35%,8.9%,3.86,27,2,2,6.1,7,1,4,1,6,1.17,5.68,1.26
968,Colin Peluse,26,"6' 3""",230,AAA,OAK,8.5,2.8,28%,7.0%,7.63,31,5,1,6.1,8,1,6,6,2,1.50,8.53,2.21
969,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
970,Ryan Watson,26,"6' 5""",225,AAA,BAL,1.4,10.0,-,-,1.40,27,6,-,6.1,6,0,1,1,7,0.86,1.42,1.11
971,Jimmy Burnette,25,"6' 2""",205,AAA,TOR,8.5,7.1,-,-,5.50,36,5,-,6.1,10,0,7,6,5,2.25,9.95,2.53
972,Corey Knebel,32,"6' 3""",225,AAA,LAA,4.3,14.2,-,-,1.40,22,7,-,6.1,0,0,0,3,10,2.00,0.00,0.47
973,Justin Verlander,41,"6' 5""",235,AAA,HOU,4.5,13.5,10%,13.8%,3.87,30,2,2,6.0,9,1,7,3,9,1.25,10.50,2.00
974,Jake Cousins,30,"6' 4""",195,AAA,NYY,6.0,12.0,33%,10.0%,3.53,26,7,-,6.0,4,0,2,4,8,1.00,3.00,1.33
975,Bryan Chi,25,"6' 0""",205,AAA,TEX,10.5,6.0,22%,10.2%,11.20,37,4,1,6.0,10,2,11,7,4,0.71,16.50,2.83
976,Jake Brentz,29,"6' 1""",205,AAA,KC,25.5,9.0,56%,7.3%,12.87,41,8,-,6.0,5,1,9,17,6,0.38,13.50,3.67
977,Michael Bienlien,26,"6' 3""",246,AAA,DET,7.5,15.0,46%,10.0%,7.20,34,4,-,6.0,11,2,9,5,10,0.40,13.50,2.67
978,Chris Devenski,33,"6' 3""",211,AAA,TB,0.0,12.0,13%,20.0%,2.70,24,3,-,6.0,7,1,4,0,8,3.50,6.00,1.17
979,Luis Medina,25,"6' 1""",175,AAA,OAK,4.5,10.5,82%,11.7%,6.03,33,2,2,6.0,8,1,7,3,7,0.71,10.50,1.83
980,Anthony Simonelli,25,"6' 2""",200,AAA,KC,4.5,3.0,-,-,6.20,23,4,-,6.0,3,1,2,3,2,0.88,3.00,1.00
981,Greg Weissert,29,"6' 2""",235,AAA,BOS,3.0,10.5,-,-,4.03,22,4,-,6.0,4,1,1,2,7,0.80,1.50,1.00
982,Seth Halvorsen,24,"6' 2""",225,AAA,COL,3.0,15.0,-,-,3.03,27,5,-,6.0,8,1,3,2,10,1.33,4.50,1.67
983,Jordan Lyles,33,"6' 5""",230,AAA,LAD,0.0,9.0,-,-,8.20,26,2,2,6.0,7,3,6,0,6,1.00,9.00,1.17
984,Eric Cerantola,24,"6' 5""",225,AAA,KC,3.0,10.5,-,-,4.03,23,4,-,6.0,3,1,1,2,7,0.38,1.50,0.83
985,Luis Moreno,25,"5' 8""",170,AAA,NYM,9.5,11.1,63%,5.8%,4.55,30,2,2,5.2,6,0,9,6,7,0.43,14.29,2.12
986,Juan Then,24,"6' 1""",200,AAA,CWS,11.1,7.9,55%,4.5%,15.89,32,7,-,5.2,8,4,10,7,5,0.57,15.88,2.65
987,Andrew Misiaszek,26,"6' 2""",215,AAA,CLE,6.4,9.5,-,-,5.70,24,6,-,5.2,5,1,4,4,6,0.80,6.35,1.59
988,Brusdar Graterol,25,"6' 1""",265,AAA,LAD,1.6,9.5,-,-,1.47,29,6,-,5.2,9,0,4,1,6,0.44,6.35,1.76
989,John King,29,"6' 2""",215,AAA,STL,0.0,8.4,65%,15.9%,3.79,22,6,-,5.1,6,1,2,0,5,0.38,3.38,1.13
990,Billy Sullivan,25,"6' 2""",195,AAA,OAK,16.9,6.8,61%,7.3%,9.28,36,6,-,5.1,6,0,7,10,4,0.30,11.81,3.00
991,Jake Odorizzi,34,"6' 2""",190,AAA,TB,8.4,3.4,45%,9.0%,9.08,29,2,2,5.1,8,1,7,5,2,0.71,11.81,2.44
992,Patrick Halligan,24,"6' 6""",230,AAA,ATL,13.5,8.4,56%,8.3%,5.95,29,4,1,5.1,5,0,4,8,5,0.83,6.75,2.44
993,Jack Anderson,24,"6' 3""",197,AAA,DET,3.4,1.7,-,-,3.98,19,2,-,5.1,1,0,0,2,1,1.33,0.00,0.56
994,Jordan Leasure,26,"6' 3""",220,AAA,CWS,3.4,10.1,-,-,2.61,21,6,-,5.1,4,0,3,2,6,0.33,5.06,1.13
995,Abdiel Mendoza,25,"5' 10""",160,AAA,TOR,8.4,8.4,-,-,9.87,26,3,-,5.1,3,2,3,5,5,0.50,5.06,1.50
996,Corey Knebel,32,"6' 3""",225,AAA,CWS,3.4,13.5,-,-,1.24,18,6,-,5.1,0,0,0,2,8,1.67,0.00,0.38
997,Michael Grove,27,"6' 3""",200,AAA,LAD,3.4,11.8,-,-,4.18,22,6,-,5.1,3,1,2,2,7,1.00,3.38,0.94
998,Edgardo Henriquez,22,"6' 4""",200,AAA,LAD,1.7,11.8,-,-,1.04,24,5,-,5.1,9,0,2,1,7,0.75,3.38,1.88
999,Jay Groome,25,"6' 6""",262,AAA,SD,9.0,9.0,9%,13.8%,7.40,22,3,3,5.0,1,1,2,5,5,9.00,3.60,1.20
1000,J.B. Bukauskas,27,"6' 0""",208,AAA,MIL,0.0,5.4,100%,22.2%,2.60,19,6,-,5.0,4,0,1,0,3,0.38,1.80,0.80
1001,Kolton Ingram,27,"5' 9""",170,AAA,NYM,10.8,5.4,50%,12.5%,9.40,27,4,-,5.0,5,1,4,6,3,1.20,7.20,2.20
1002,Walker Powell,28,"6' 8""",210,AAA,CHC,9.0,9.0,33%,8.2%,4.80,29,2,2,5.0,8,0,3,5,5,1.50,5.40,2.60
1003,Danny Mendick,30,"5' 10""",195,AAA,CWS,5.4,1.8,44%,4.2%,9.80,27,4,-,5.0,10,2,6,3,1,1.17,10.80,2.60
1004,Shawn Dubin,28,"6' 0""",164,AAA,HOU,1.8,7.2,57%,12.0%,2.20,16,4,-,5.0,2,0,0,1,4,0.29,0.00,0.60
1005,Juan Zapata,25,"6' 1""",198,AAA,CLE,7.2,3.6,13%,6.3%,7.40,22,2,-,5.0,3,1,1,4,2,1.60,1.80,1.40
1006,Cody Sedlock,29,"6' 4""",220,AAA,CWS,23.4,3.6,0%,0.0%,13.40,30,6,-,5.0,3,1,10,13,2,1.75,18.00,3.20
1007,Sean Newcomb,31,"6' 5""",255,AAA,OAK,7.2,7.2,60%,19.0%,4.00,23,3,-,5.0,6,0,2,4,4,0.29,3.60,2.00
1008,Wil Jensen,26,"6' 4""",180,AAA,SF,10.8,12.6,-,-,4.00,28,3,-,5.0,8,0,5,6,7,1.33,9.00,2.80
1009,Martín Pérez,33,"6' 0""",200,AAA,PIT,0.0,7.2,-,-,1.60,19,1,1,5.0,5,0,1,0,4,0.43,1.80,1.00
1010,Alex Cobb,36,"6' 3""",205,AAA,SF,1.8,7.2,-,-,2.20,17,1,1,5.0,2,0,0,1,4,0.25,0.00,0.60
1011,Jaden Hill,24,"6' 4""",234,AAA,COL,9.0,18.0,-,-,6.00,29,5,-,5.0,7,1,8,5,10,0.67,14.40,2.40
1012,Dylan Covey,33,"6' 1""",215,AAA,PHI,3.6,7.2,-,-,5.40,19,5,-,5.0,2,1,1,2,4,0.38,1.80,0.80
1013,Christian MacLeod,24,"6' 4""",227,AAA,MIN,1.8,9.0,-,-,4.40,21,1,1,5.0,6,1,4,1,5,0.00,7.20,1.40
1014,Seth Johnson,25,"6' 1""",205,AAA,PHI,5.4,7.2,0%,14.3%,3.40,19,1,1,5.0,1,0,0,3,4,0.00,0.00,0.80
1015,Robinson Pina,25,"6' 5""",225,AAA,PHI,3.6,5.4,-,-,3.20,22,1,1,5.0,6,0,2,2,3,0.57,3.60,1.60
1016,Kevin Kelly,26,"6' 2""",200,AAA,TB,0.0,15.4,78%,13.5%,0.00,18,5,-,4.2,4,0,0,0,8,0.20,0.00,0.86
1017,Colin Holderman,28,"6' 4""",230,AAA,PIT,3.9,9.6,50%,24.1%,5.34,18,5,-,4.2,4,1,4,2,5,0.40,7.71,1.29
1018,David Griffin,28,"6' 0""",205,AAA,NYM,7.7,9.6,25%,11.1%,3.68,30,3,-,4.2,12,0,9,4,5,2.00,17.36,3.43
1019,Julio Robaina,23,"5' 11""",170,AAA,HOU,3.9,9.6,46%,11.4%,2.25,21,1,1,4.2,6,0,2,2,5,0.60,3.86,1.71
