,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,2024,2024.1,2024.2,2024.3,2024.4,2024.5,2024.6,2024.7,2024.8,2024.9,2024.10,2024.11,2024.12,2024.13,2024.14,2024.15,2024.16
502,Mitch White,29,"6' 3""",210,AAA,MIL,4.6,11.7,-,-,3.49,134,13,2,27.2,37,2,20,14,36,1.15,6.51,1.84
503,Alex Young,30,"6' 3""",220,AAA,NYM,3.3,7.5,-,-,3.79,112,28,-,27.2,21,2,8,10,23,0.51,2.60,1.12
504,Luis Frías,26,"6' 3""",245,AAA,TOR,4.6,9.1,-,-,5.41,126,24,-,27.2,27,5,13,14,28,0.93,4.23,1.48
505,Jordan Holloway,28,"6' 6""",230,AAA,SEA,14.5,12.5,35%,9.0%,7.19,152,30,-,27.1,28,4,30,44,38,1.33,9.88,2.63
506,Paul Skenes,22,"6' 6""",235,AAA,PIT,2.6,14.8,51%,17.3%,1.24,105,7,7,27.1,17,1,3,8,45,0.59,0.99,0.91
507,Brad Wieck,32,"6' 8""",257,AAA,CHC,3.3,9.6,37%,11.4%,4.31,120,21,-,27.1,25,4,15,10,29,1.45,4.94,1.28
508,Joe Gunkel,32,"6' 5""",225,AAA,MIN,2.0,3.6,53%,6.1%,6.41,136,9,7,27.1,52,7,32,6,11,0.61,10.54,2.12
509,Zach Maxwell,23,"6' 6""",275,AAA,CIN,6.6,13.8,50%,26.1%,2.79,122,28,-,27.1,23,1,13,20,42,2.08,4.28,1.57
510,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
511,Orlando Ribalta,26,"6' 7""",245,AAA,WSH,4.6,11.5,-,-,3.61,114,25,-,27.1,21,3,11,14,35,2.67,3.62,1.28
512,Kris Bubic,27,"6' 3""",225,AAA,KC,3.3,9.6,-,-,2.76,114,9,5,27.1,23,1,8,10,29,1.04,2.63,1.21
513,Joel Kuhnel,29,"6' 5""",290,AAA,MIL,2.6,5.6,-,-,2.94,113,22,-,27.1,27,0,7,8,17,0.50,2.30,1.28
514,Garrett Stallings,27,"6' 2""",200,AAA,BAL,4.3,8.3,38%,9.6%,4.35,125,11,4,27.0,31,3,17,13,25,1.12,5.67,1.63
515,Aaron Rozek,29,"6' 2""",225,AAA,MIN,5.0,6.3,36%,6.9%,5.35,136,7,6,27.0,39,3,23,15,19,1.68,7.67,2.00
516,Scott McGough,34,"5' 11""",190,AAA,AZ,3.3,9.3,29%,9.4%,3.20,116,24,-,27.0,26,2,8,10,28,1.26,2.67,1.33
517,Michael Arias,22,"6' 0""",155,AAA,CHC,9.3,12.0,-,-,4.94,137,23,-,27.0,29,2,16,28,36,1.16,5.33,2.11
518,Art Warren,31,"6' 3""",230,AAA,NYY,7.4,9.8,31%,11.3%,7.59,137,24,-,26.2,36,8,26,22,29,1.33,8.78,2.18
519,Angel Sánchez,34,"6' 1""",190,AAA,TB,2.0,5.1,-,-,3.73,109,6,5,26.2,28,2,7,6,15,1.00,2.36,1.28
520,Noah Murdock,26,"6' 8""",205,AAA,KC,7.1,9.5,-,-,3.81,116,21,-,26.2,18,0,11,21,28,0.39,3.71,1.46
521,Tyler Zuber,29,"5' 11""",195,AAA,NYM,3.0,11.5,32%,13.7%,3.73,108,25,-,26.2,20,4,8,9,34,1.75,2.70,1.09
522,Tyler McKay,27,"6' 6""",180,AAA,PHI,5.8,8.2,51%,7.4%,4.54,119,23,-,26.1,23,2,10,17,24,0.66,3.42,1.52
523,Dakota Chalmers,27,"6' 3""",175,AAA,AZ,11.6,15.0,41%,13.4%,5.42,138,25,-,26.1,22,2,28,34,44,1.13,9.57,2.13
524,Vinny Nittoli,33,"6' 1""",210,AAA,BAL,3.8,13.7,-,-,3.62,111,23,-,26.1,23,4,8,11,40,1.06,2.73,1.29
525,Ian Seymour,25,"6' 0""",210,AAA,TB,2.7,10.6,-,-,3.85,113,5,5,26.1,24,4,8,8,31,2.06,2.73,1.22
526,Luke Westphal,35,"6' 3""",230,AAA,SD,8.0,8.0,-,-,5.59,126,13,3,26.0,26,3,21,23,23,1.08,7.27,1.88
527,Jon Duplantier,30,"6' 4""",229,AAA,LAD,9.0,8.7,29%,14.6%,5.51,123,17,1,26.0,24,2,13,26,25,1.30,4.50,1.92
528,Wandisson Charles,27,"6' 4""",250,AAA,BAL,9.8,9.5,49%,10.2%,6.18,128,25,-,25.2,25,3,24,28,27,0.80,8.42,2.06
529,Zach Jackson,29,"6' 4""",230,AAA,OAK,12.3,11.6,27%,10.9%,6.81,134,29,-,25.2,27,4,27,35,33,1.60,9.47,2.42
530,Kyle Wilcox,30,"6' 3""",195,AAA,COL,8.8,10.5,40%,10.8%,6.73,133,16,-,25.2,29,5,26,25,30,0.77,9.12,2.10
531,Hagen Danner,25,"6' 1""",215,AAA,TOR,3.9,9.5,40%,9.5%,4.43,110,25,-,25.2,23,4,8,11,27,1.33,2.81,1.32
532,Cooper Criswell,28,"6' 6""",200,AAA,BOS,2.8,8.1,60%,12.8%,2.92,108,5,5,25.2,21,0,4,8,23,0.56,1.40,1.13
533,Wes Parsons,31,"6' 5""",206,AAA,CLE,7.4,12.6,30%,12.1%,5.78,123,12,5,25.2,22,5,12,21,36,1.28,4.21,1.68
534,Adisyn Coffey,25,"6' 2""",185,AAA,CWS,4.6,9.8,-,-,3.04,107,26,-,25.2,19,1,6,13,28,1.04,2.10,1.25
535,Evan Fitterer,24,"6' 3""",215,AAA,MIA,6.7,10.2,-,-,5.94,126,6,6,25.2,29,4,22,19,29,0.54,7.71,1.87
536,Aaron Shortridge,27,"6' 3""",215,AAA,PIT,5.3,8.4,-,-,4.75,118,6,5,25.2,24,3,15,15,24,2.38,5.26,1.52
537,Ian Anderson,26,"6' 3""",170,AAA,ATL,3.9,8.1,-,-,4.23,110,5,5,25.2,24,3,12,11,23,0.49,4.21,1.36
538,Keegan Thompson,29,"6' 1""",210,AAA,CHC,3.6,12.8,36%,16.0%,3.32,95,18,-,25.1,11,3,8,10,36,1.25,2.84,0.83
539,Griff McGarry,25,"6' 2""",190,AAA,PHI,9.6,11.4,30%,14.4%,5.03,118,22,-,25.1,18,2,11,27,32,1.35,3.91,1.78
540,Sal Romano,30,"6' 5""",255,AAA,BOS,4.6,5.3,50%,10.4%,6.27,117,15,-,25.1,31,5,26,13,15,0.75,9.24,1.74
541,Kolton Ingram,27,"5' 9""",170,AAA,STL,6.8,9.2,50%,12.5%,4.67,114,20,-,25.1,22,2,12,19,26,0.73,4.26,1.62
542,Jack Little,26,"6' 4""",190,AAA,LAD,2.1,9.2,-,-,4.95,107,19,-,25.1,26,6,13,6,26,2.27,4.62,1.26
543,Evan Gates,26,"6' 0""",210,AAA,SF,3.9,8.5,-,-,3.64,118,14,-,25.1,31,2,12,11,24,0.86,4.26,1.66
544,Noah Cameron,25,"6' 3""",220,AAA,KC,1.4,10.7,-,-,2.44,96,4,4,25.1,17,2,3,4,30,0.91,1.07,0.83
545,Grant Hartwig,26,"6' 5""",235,AAA,NYM,5.0,8.6,47%,8.5%,3.84,113,22,-,25.0,21,1,10,14,24,1.27,3.60,1.40
546,Tom Cosgrove,28,"6' 2""",190,AAA,SD,4.0,10.8,26%,11.7%,3.92,107,26,-,25.0,19,3,15,11,30,1.05,5.40,1.20
547,Jayvien Sandridge,25,"6' 5""",220,AAA,SD,9.4,12.6,-,-,5.84,121,21,-,25.0,20,4,13,26,35,1.11,4.68,1.84
548,Stevie Branche,27,"6' 4""",205,AAA,CIN,8.8,10.6,39%,7.5%,6.84,123,22,-,24.2,26,5,16,24,29,1.05,5.84,2.03
549,Manuel Rodríguez,28,"5' 11""",210,AAA,TB,2.2,10.2,84%,19.7%,2.95,96,23,-,24.2,19,2,3,6,28,0.46,1.09,1.01
550,Clayton Andrews,27,"5' 6""",160,AAA,NYY,8.0,10.2,56%,14.0%,5.47,108,20,-,24.2,15,3,16,22,28,0.95,5.84,1.50
551,Austin Kitchen,27,"6' 0""",200,AAA,COL,2.2,6.6,61%,9.2%,2.99,103,18,-,24.2,25,1,10,6,18,0.93,3.65,1.26
552,Ryan Zeferjahn,26,"6' 5""",209,AAA,BOS,6.2,11.3,29%,14.9%,5.10,115,18,1,24.2,20,3,15,17,31,1.28,5.47,1.50
553,Luis Ledo,29,"6' 4""",240,AAA,LAA,5.1,7.7,-,-,4.11,114,17,1,24.2,24,1,15,14,21,0.58,5.47,1.54
554,Alex Speas,26,"6' 3""",205,AAA,BOS,11.7,12.8,62%,15.0%,7.08,134,26,-,24.2,30,5,31,32,35,0.89,11.31,2.51
555,Alex Young,30,"6' 3""",220,AAA,SF,2.9,8.4,-,-,3.61,98,25,-,24.2,17,2,6,8,23,0.60,2.19,1.01
556,Jose E. Hernandez,26,"6' 3""",205,AAA,LAD,5.1,9.9,-,-,3.37,115,21,1,24.2,27,1,16,14,27,1.00,5.84,1.66
557,Grant Anderson,27,"6' 0""",180,AAA,TEX,4.8,11.1,39%,6.7%,2.58,106,23,-,24.1,19,0,8,13,30,1.33,2.96,1.32
558,Cam Sanders,27,"6' 2""",175,AAA,CHC,10.7,14.1,52%,12.0%,5.94,125,21,-,24.1,23,4,14,29,38,0.79,5.18,2.14
559,Nolan Blackwood,29,"6' 5""",185,AAA,MIL,4.1,7.0,44%,11.0%,3.66,104,22,-,24.1,21,1,6,11,19,1.00,2.22,1.32
560,Jaime Barria,28,"6' 1""",210,AAA,CLE,2.2,10.0,67%,15.0%,2.79,96,13,1,24.1,19,2,13,6,27,0.87,4.81,1.03
561,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
562,Carl Edwards Jr.,32,"6' 3""",165,AAA,CHC,5.6,8.1,40%,10.8%,3.78,103,20,-,24.1,20,1,5,15,22,1.30,1.85,1.44
563,Carlos Hernández,27,"6' 4""",255,AAA,KC,4.4,12.2,33%,16.2%,4.78,104,23,-,24.1,20,5,16,12,33,1.92,5.92,1.32
564,Bryan Baker,29,"6' 6""",235,AAA,BAL,5.3,11.6,39%,11.2%,4.53,105,25,-,24.0,19,4,16,14,31,2.15,6.00,1.38
565,Andrew Saalfrank,27,"6' 3""",205,AAA,AZ,3.8,10.5,56%,11.8%,3.20,95,18,-,24.0,17,2,7,10,28,0.43,2.63,1.13
566,Andrew Walters,23,"6' 4""",222,AAA,CLE,6.0,12.4,-,-,4.74,107,26,-,24.0,18,4,10,16,33,3.33,3.75,1.42
567,Luis Frías,26,"6' 3""",245,AAA,AZ,4.1,9.0,-,-,5.66,109,21,-,24.0,24,5,13,11,24,0.88,4.88,1.46
568,Rob Kaminsky,29,"6' 0""",195,AAA,SEA,3.8,9.8,-,-,3.49,110,7,4,24.0,29,2,13,10,26,0.69,4.88,1.63
569,Connor Noland,25,"6' 2""",215,AAA,CHC,2.6,8.6,-,-,3.24,105,5,4,24.0,24,2,8,7,23,1.04,3.00,1.29
570,Forrest Whitley,26,"6' 7""",208,AAA,HOU,3.0,11.4,27%,15.7%,4.02,99,23,-,23.2,20,4,7,8,30,0.54,2.66,1.18
571,Nick Hernandez,29,"6' 1""",212,AAA,SD,3.4,12.9,35%,17.9%,2.38,100,17,-,23.2,19,1,5,9,34,2.18,1.90,1.18
572,Fineas Del Bonta-Smith,27,"6' 0""",190,AAA,PIT,3.8,8.4,44%,11.6%,4.97,102,16,-,23.2,26,4,10,10,22,0.79,3.80,1.52
573,Nabil Crismatt,29,"6' 1""",220,AAA,TEX,1.5,9.5,50%,16.7%,3.80,107,12,3,23.2,33,4,17,4,25,0.73,6.46,1.56
574,Jonathan Bermúdez,28,"6' 2""",226,AAA,MIA,4.9,10.7,36%,6.9%,4.28,110,6,3,23.2,27,3,17,13,28,1.93,6.46,1.69
575,Nick Robertson,26,"6' 6""",235,AAA,LAA,7.2,9.5,100%,12.5%,5.44,114,23,-,23.2,27,3,20,19,25,0.78,7.61,1.94
576,Justin Bruihl,27,"6' 2""",215,AAA,CIN,3.9,9.3,50%,9.9%,3.07,97,19,-,23.1,16,0,6,10,24,0.68,2.31,1.11
577,Hans Crouse,25,"6' 4""",180,AAA,LAA,2.7,16.2,39%,17.8%,2.16,94,21,-,23.1,18,3,7,7,42,0.93,2.70,1.07
578,Ricky Vanasco,25,"6' 3""",180,AAA,LAD,8.1,10.4,41%,9.1%,4.85,111,24,-,23.1,19,2,9,21,27,1.26,3.47,1.71
579,Andrew Wantz,28,"6' 4""",235,AAA,LAA,5.8,13.1,32%,12.9%,4.59,107,7,6,23.1,23,4,16,15,34,2.09,6.17,1.63
580,Vinny Nittoli,33,"6' 1""",210,AAA,OAK,4.2,13.9,43%,15.6%,3.33,100,20,-,23.1,20,3,7,11,36,1.29,2.70,1.33
581,Blake Holub,25,"6' 6""",230,AAA,MIL,8.5,11.6,42%,12.8%,4.59,114,25,-,23.1,26,2,22,22,30,1.25,8.49,2.06
582,Austin Bergner,27,"6' 5""",210,AAA,DET,7.8,9.0,48%,8.3%,6.20,125,8,7,23.0,35,4,28,20,23,1.00,10.96,2.39
583,Adam Mazur,23,"6' 2""",180,AAA,SD,2.4,8.6,45%,9.0%,4.33,99,5,5,23.0,28,4,20,6,22,0.95,7.83,1.48
584,Raymond Burgos,25,"6' 5""",170,AAA,SF,0.8,9.4,100%,16.7%,3.46,87,10,-,23.0,16,3,4,2,24,0.56,1.57,0.78
585,Jared Kollar,26,"6' 0""",195,AAA,SD,3.5,7.0,-,-,5.20,101,5,5,23.0,24,4,15,9,18,1.88,5.87,1.43
586,Edward Cabrera,26,"6' 5""",217,AAA,MIA,4.8,10.7,46%,9.4%,2.52,96,6,6,22.2,18,0,6,12,27,1.11,2.38,1.32
587,Randy Vásquez,25,"6' 0""",165,AAA,SD,3.6,9.9,35%,12.9%,5.50,116,6,6,22.2,35,5,22,9,25,0.91,8.74,1.94
588,Alex Young,30,"6' 3""",220,AAA,CIN,2.8,8.7,60%,15.4%,3.02,87,23,-,22.2,12,1,3,7,22,0.57,1.19,0.84
589,Jimmy Herget,30,"6' 3""",170,AAA,ATL,2.0,7.2,48%,10.8%,5.32,94,19,-,22.2,22,5,9,5,18,1.00,3.57,1.19
590,Tayron Guerrero,33,"6' 8""",225,AAA,LAA,3.2,7.9,33%,10.5%,3.20,110,22,-,22.2,35,1,13,8,20,1.30,5.16,1.90
591,Kyle Leahy,27,"6' 5""",225,AAA,STL,2.8,11.7,46%,14.4%,5.06,95,13,-,22.1,23,6,11,7,29,0.50,4.43,1.34
592,Chasen Shreve,34,"6' 4""",180,AAA,TEX,3.6,9.7,45%,15.3%,2.84,81,20,-,22.1,8,1,4,9,24,1.11,1.61,0.76
593,Wilmer Flores,23,"6' 4""",225,AAA,DET,7.7,7.7,43%,10.9%,5.24,106,13,-,22.1,22,2,15,19,19,1.09,6.04,1.84
594,Ricky Karcher,26,"6' 4""",230,AAA,AZ,12.5,12.5,39%,13.1%,5.33,109,21,-,22.1,13,1,21,31,31,0.65,8.46,1.97
595,T.J. Zeuch,29,"6' 7""",245,AAA,WSH,3.6,4.8,55%,7.8%,9.17,122,11,1,22.1,44,9,29,9,12,0.56,11.69,2.37
596,Brandon Komar,25,"6' 0""",200,AAA,STL,3.6,7.7,48%,9.9%,4.01,101,10,-,22.1,27,2,13,9,19,0.73,5.24,1.61
597,Tyler Beede,31,"6' 2""",216,AAA,CLE,6.5,9.7,52%,10.6%,6.41,115,12,5,22.1,33,5,28,16,24,0.67,11.28,2.19
598,Ty Adcock,27,"6' 0""",213,AAA,NYM,5.2,10.5,39%,13.4%,4.51,112,22,-,22.1,31,3,13,13,26,1.28,5.24,1.97
599,Nick Garcia,25,"6' 4""",215,AAA,SF,9.3,7.7,-,-,7.09,109,16,-,22.1,22,4,15,23,19,0.63,6.04,2.01
600,Kyle Backhus,26,"6' 4""",185,AAA,AZ,5.2,9.3,-,-,5.19,102,24,-,22.1,17,3,9,13,23,0.88,3.63,1.34
601,Miguel Cienfuegos,27,"6' 4""",195,AAA,SD,6.0,4.0,-,-,6.37,108,5,5,22.1,29,3,19,15,10,0.63,7.66,1.97
602,Jose Cuas,30,"6' 3""",195,AAA,TOR,5.6,13.7,37%,14.1%,3.20,101,21,-,22.1,23,2,14,14,34,1.00,5.64,1.66
603,Adrián Martínez,27,"6' 2""",215,AAA,OAK,6.1,7.8,50%,16.2%,7.66,116,18,-,22.0,37,7,27,15,19,0.67,11.05,2.36
604,Chris Gau,27,"6' 2""",210,AAA,PIT,7.0,7.4,38%,8.3%,6.25,103,10,1,22.0,22,4,14,17,18,1.30,5.73,1.77
605,Colin Selby,26,"6' 2""",220,AAA,KC,4.5,11.5,100%,8.8%,4.20,95,20,-,22.0,17,3,13,11,28,0.76,5.32,1.27
606,Richard Lovelady,29,"6' 0""",185,AAA,TB,0.8,13.1,-,-,0.70,97,20,-,22.0,27,0,10,2,32,0.67,4.09,1.32
607,Gunnar Hoglund,24,"6' 4""",220,AAA,OAK,2.9,8.2,38%,15.2%,4.84,90,4,4,22.0,19,4,12,7,20,1.69,4.91,1.18
608,Nick Robertson,26,"6' 6""",235,AAA,STL,6.7,8.7,50%,12.0%,5.61,102,21,-,21.2,23,3,18,16,21,0.82,7.48,1.80
609,Mike Clevinger,33,"6' 4""",215,AAA,CWS,2.9,8.3,35%,6.9%,5.18,99,6,6,21.2,27,4,13,7,20,2.23,5.40,1.57
610,Jaime Arias,25,"6' 0""",210,AAA,CLE,5.4,5.4,26%,2.6%,8.25,106,7,1,21.2,35,7,20,13,13,3.40,8.31,2.22
611,Alex Speas,26,"6' 3""",205,AAA,HOU,9.1,12.9,30%,15.4%,6.60,113,21,-,21.2,27,5,25,22,31,1.00,10.38,2.26
612,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
613,Tyler Zuber,29,"5' 11""",195,AAA,TB,2.5,12.1,55%,6.0%,3.29,87,18,-,21.2,16,3,6,6,29,1.50,2.49,1.02
614,Bobby Miller,25,"6' 5""",220,AAA,LAD,6.7,7.1,-,-,4.76,102,5,5,21.2,21,1,14,16,17,0.53,5.82,1.71
615,Gavin Hollowell,26,"6' 7""",215,AAA,AZ,7.1,12.5,-,-,4.29,105,24,-,21.2,21,2,15,17,30,1.50,6.23,1.75
616,Tyler Myrick,26,"6' 0""",205,AAA,SF,5.0,9.1,-,-,3.58,96,16,-,21.2,22,1,8,12,22,1.17,3.32,1.57
617,Caleb Kilian,27,"6' 4""",180,AAA,CHC,2.9,6.7,-,-,3.58,92,8,3,21.2,17,1,7,7,16,0.85,2.91,1.11
618,Jake Eder,25,"6' 4""",215,AAA,CWS,7.9,7.9,-,-,4.99,107,6,6,21.2,28,1,28,19,19,0.44,11.63,2.17
619,Beau Brieske,26,"6' 3""",200,AAA,DET,4.6,9.3,42%,10.6%,2.96,91,13,-,21.1,19,0,7,11,22,1.18,2.95,1.41
620,Matt Carasiti,33,"6' 2""",205,AAA,COL,4.6,11.0,44%,10.8%,3.67,97,20,-,21.1,22,2,14,11,26,0.85,5.91,1.55
621,Jesus Tinoco,29,"6' 4""",258,AAA,TEX,4.2,11.4,47%,15.0%,4.05,89,15,-,21.1,20,3,9,10,27,0.94,3.80,1.41
622,Stephen Jones,27,"6' 4""",195,AAA,COL,10.1,11.0,40%,14.2%,7.51,135,20,-,21.1,43,5,31,24,26,1.22,13.08,3.14
623,Shaun Anderson,29,"6' 6""",228,AAA,TEX,1.7,9.3,36%,15.9%,2.92,84,4,4,21.1,18,2,6,4,22,1.50,2.53,1.03
624,Landen Roupp,25,"6' 2""",205,AAA,SF,5.9,12.7,39%,14.0%,2.96,90,8,6,21.1,14,1,9,14,30,0.60,3.80,1.31
625,Sauryn Lao,25,"6' 2""",182,AAA,LAD,4.2,7.6,-,-,2.92,92,12,-,21.1,21,0,8,10,18,1.39,3.38,1.45
626,William Fleming,25,"6' 6""",220,AAA,KC,3.0,6.9,50%,8.3%,4.96,95,5,5,21.0,24,3,12,7,16,0.61,5.14,1.48
627,Zach Davies,31,"6' 0""",180,AAA,KC,3.9,5.1,40%,5.5%,4.58,93,5,5,21.0,20,2,10,9,12,1.43,4.29,1.38
628,Matt Gage,31,"6' 3""",265,AAA,LAD,5.1,11.6,32%,14.4%,3.58,92,20,-,21.0,17,2,10,12,27,0.80,4.29,1.38
629,Woo-Suk Go,26,"5' 11""",198,AAA,MIA,3.0,6.0,48%,6.5%,5.63,91,16,-,21.0,23,4,10,7,14,1.50,4.29,1.43
630,Grant Gavin,29,"6' 2""",185,AAA,CIN,7.3,6.9,-,-,5.34,102,8,4,21.0,25,2,18,17,16,1.44,7.71,2.00
631,Sam Long,29,"6' 1""",185,AAA,KC,2.2,10.0,30%,12.9%,1.67,84,16,-,20.2,17,0,3,5,23,1.79,1.31,1.06
632,Enoli Paredes,28,"5' 11""",171,AAA,MIL,3.9,14.8,57%,19.6%,1.32,82,18,-,20.2,11,0,3,9,34,0.93,1.31,0.97
633,Cole McDonald,27,"6' 1""",218,AAA,HOU,6.1,7.8,49%,11.5%,7.51,98,20,-,20.2,25,6,23,14,18,0.67,10.02,1.89
634,Francisco Morales,24,"6' 4""",185,AAA,AZ,9.2,13.5,43%,15.7%,6.07,102,19,-,20.2,20,3,21,21,31,0.77,9.15,1.98
635,Zach Penrod,27,"6' 2""",210,AAA,BOS,6.1,13.5,-,-,3.65,96,9,5,20.2,22,2,14,14,31,0.75,6.10,1.74
636,Ryan Burr,30,"6' 4""",220,AAA,TOR,3.9,16.6,-,-,1.42,91,20,-,20.2,20,1,9,9,38,2.43,3.92,1.40
637,Justin Wrobleski,24,"6' 1""",194,AAA,LAD,5.7,11.8,-,-,4.39,93,4,4,20.2,21,3,12,13,27,0.88,5.23,1.65
638,Nicholas Padilla,27,"6' 2""",220,AAA,CWS,5.3,10.2,62%,19.4%,4.15,86,16,-,20.1,15,2,8,12,23,0.75,3.54,1.33
639,Jon Duplantier,30,"6' 4""",229,AAA,NYM,9.7,9.7,41%,9.9%,5.89,102,16,-,20.1,22,2,12,22,22,1.13,5.31,2.16
640,Yariel Rodríguez,27,"6' 0""",165,AAA,TOR,5.8,14.6,42%,9.3%,2.01,87,8,7,20.1,12,0,3,13,33,1.33,1.33,1.23
641,Brock Burke,28,"6' 4""",210,AAA,TEX,5.8,7.5,67%,0.0%,4.10,96,16,-,20.1,25,1,12,13,17,1.28,5.31,1.87
642,Ryan Rolison,27,"6' 2""",213,AAA,COL,3.5,8.4,-,-,5.09,90,14,1,20.1,24,4,15,8,19,0.77,6.64,1.57
643,J.C. Flowers,26,"6' 3""",195,AAA,PIT,11.7,7.2,54%,8.6%,8.40,112,14,2,20.0,27,4,20,26,16,0.32,9.00,2.65
644,Spencer Stockton,28,"6' 3""",210,AAA,CIN,6.3,7.2,38%,10.4%,7.10,95,12,-,20.0,25,5,17,14,16,1.44,7.65,1.95
645,Joel Kuhnel,29,"6' 5""",290,AAA,TOR,2.3,3.2,56%,15.2%,3.40,83,15,-,20.0,21,0,5,5,7,0.48,2.25,1.30
646,Eli Villalobos,27,"6' 4""",195,AAA,DET,7.7,10.8,45%,11.7%,5.60,100,16,-,20.0,23,3,16,17,24,1.13,7.20,2.00
647,Trevor McDonald,23,"6' 2""",200,AAA,SF,1.4,8.1,-,-,2.15,82,4,3,20.0,20,0,7,3,18,0.77,3.15,1.15
648,Braydon Fisher,24,"6' 4""",180,AAA,TOR,8.6,11.7,-,-,3.45,94,15,-,20.0,16,0,10,19,26,2.00,4.50,1.75
649,Scott Effross,30,"6' 2""",202,AAA,NYY,2.3,8.2,-,-,3.46,81,17,-,19.2,19,2,9,5,18,0.50,4.12,1.22
650,Ryan Shreve,26,"6' 6""",215,AAA,STL,4.6,5.0,-,-,5.65,87,9,-,19.2,21,3,8,10,11,0.96,3.66,1.58
651,Steven Jennings,25,"6' 2""",175,AAA,TEX,1.8,7.8,-,-,5.44,79,9,1,19.2,16,5,9,4,17,1.33,4.12,1.02
652,Huascar Ynoa,26,"6' 2""",220,AAA,ATL,2.8,7.0,43%,7.1%,4.25,75,6,5,19.1,15,2,8,6,15,1.18,3.72,1.09
653,Cody Bolton,26,"6' 2""",210,AAA,SEA,3.3,9.8,100%,28.6%,3.78,80,21,-,19.1,14,2,8,7,21,1.12,3.72,1.09
654,Bowden Francis,28,"6' 5""",220,AAA,TOR,1.4,11.2,53%,8.4%,2.00,70,6,4,19.1,8,1,2,3,24,1.00,0.93,0.57
655,Alec Marsh,26,"6' 2""",220,AAA,KC,2.8,11.8,71%,17.0%,2.52,70,5,5,19.0,8,1,3,6,25,0.81,1.42,0.74
656,Guillermo Zuñiga,25,"6' 5""",230,AAA,LAA,3.3,6.2,40%,11.1%,5.83,84,20,-,19.0,20,4,13,7,13,1.39,6.16,1.42
657,Austin Warren,28,"6' 0""",170,AAA,SF,2.8,10.4,-,-,4.04,85,20,-,19.0,21,3,11,6,22,1.19,5.21,1.42
658,Eric Pardinho,23,"5' 10""",155,AAA,TOR,8.1,8.5,-,-,6.20,94,16,-,19.0,19,3,17,17,18,0.77,8.05,1.89
659,Ky Bush,24,"6' 6""",250,AAA,CWS,4.7,7.6,-,-,5.46,85,4,2,19.0,19,3,13,10,16,0.58,6.16,1.53
660,Zebby Matthews,24,"6' 5""",225,AAA,MIN,0.5,10.9,-,-,3.83,81,4,4,19.0,24,4,12,1,23,0.78,5.68,1.32
661,Tobias Myers,26,"6' 1""",217,AAA,MIL,3.4,11.6,55%,12.6%,3.15,75,5,3,18.2,13,2,3,7,24,0.55,1.45,1.07
662,John Means,31,"6' 4""",230,AAA,BAL,3.4,10.6,35%,11.1%,5.67,85,6,6,18.2,22,5,18,7,22,1.54,8.68,1.55
663,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
664,Zac Kristofak,26,"5' 9""",189,AAA,LAA,2.4,4.8,44%,5.7%,4.35,77,6,3,18.2,19,2,7,5,10,1.53,3.38,1.29
665,Dalton Roach,28,"6' 2""",210,AAA,CWS,4.3,10.1,14%,6.7%,4.85,81,16,-,18.2,15,3,10,9,21,1.83,4.82,1.29
666,Caleb Baragar,30,"6' 3""",215,AAA,MIN,4.3,8.7,42%,13.5%,4.30,83,11,3,18.2,19,2,8,9,18,1.12,3.86,1.50
667,Chris Devenski,33,"6' 3""",211,AAA,SEA,2.4,11.6,-,-,2.82,73,16,-,18.2,13,2,7,5,24,1.58,3.38,0.96
668,Shintaro Fujinami,30,"6' 6""",180,AAA,NYM,13.3,10.8,33%,7.6%,7.01,92,18,-,18.1,10,2,17,27,22,1.82,8.35,2.02
669,Daulton Jefferies,29,"6' 0""",182,AAA,SF,2.5,8.4,39%,9.1%,3.92,75,4,2,18.1,14,2,7,5,17,1.25,3.44,1.04
670,Braxton Garrett,27,"6' 2""",202,AAA,MIA,1.5,7.9,57%,12.1%,4.08,69,4,4,18.1,14,3,8,3,16,0.50,3.93,0.93
671,Collin Snider,28,"6' 4""",195,AAA,SEA,3.9,10.8,33%,8.8%,3.53,86,17,1,18.1,23,2,7,8,22,1.54,3.44,1.69
672,Jeff Lindgren,27,"6' 1""",200,AAA,MIA,5.4,9.8,24%,8.7%,9.44,84,8,1,18.1,22,9,17,11,20,1.50,8.35,1.80
673,Braxton Ashcraft,24,"6' 5""",195,AAA,PIT,2.0,6.4,-,-,2.43,74,4,3,18.1,14,0,1,4,13,1.05,0.49,0.98
