Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
Hagen Danner,25,"6' 1""",215,AAA,TOR,3.7,9.5,40%,9.5%,4.31,115,26,-,26.2,25,4,9,11,28,1.43,3.04,1.35
Randy Vásquez,25,"6' 0""",165,AAA,SD,3.7,9.1,35%,12.9%,5.83,137,7,7,26.2,41,6,26,11,27,0.93,8.78,1.95
Carlos Hernández,27,"6' 4""",255,AAA,KC,4.1,12.2,33%,16.2%,4.42,113,25,-,26.2,22,5,16,12,36,2.0,5.4,1.28
Art Warren,31,"6' 3""",230,AAA,NYY,7.4,9.8,31%,11.3%,7.59,137,24,-,26.2,36,8,26,22,29,1.33,8.78,2.18
Angel Sánchez,34,"6' 1""",190,AAA,TB,2.0,5.1,-,-,3.73,109,6,5,26.2,28,2,7,6,15,1.0,2.36,1.28
Caleb Kilian,27,"6' 4""",180,AAA,CHC,2.7,6.8,-,-,3.32,114,9,4,26.2,24,1,9,8,20,0.94,3.04,1.2
Jake Eder,25,"6' 4""",215,AAA,CWS,7.1,8.4,-,-,4.92,128,7,7,26.2,33,2,30,21,25,0.52,10.13,2.03
Bryan Baker,29,"6' 6""",235,AAA,BAL,5.1,12.0,39%,11.2%,4.23,114,27,-,26.1,20,4,16,15,35,1.93,5.47,1.33
Tyler McKay,27,"6' 6""",180,AAA,PHI,5.8,8.2,51%,7.4%,4.54,119,23,-,26.1,23,2,10,17,24,0.66,3.42,1.52
Griff McGarry,25,"6' 2""",190,AAA,PHI,9.6,11.6,30%,14.4%,4.92,124,23,-,26.1,20,2,11,28,34,1.28,3.76,1.82
Dakota Chalmers,27,"6' 3""",175,AAA,AZ,11.6,15.0,41%,13.4%,5.42,138,25,-,26.1,22,2,28,34,44,1.13,9.57,2.13
Fineas Del Bonta-Smith,27,"6' 0""",190,AAA,PIT,4.1,7.9,44%,11.6%,4.92,114,17,-,26.1,28,4,10,12,23,1.0,3.42,1.52
Vinny Nittoli,33,"6' 1""",210,AAA,BAL,3.8,13.7,-,-,3.62,111,23,-,26.1,23,4,8,11,40,1.06,2.73,1.29
Luke Westphal,35,"6' 3""",230,AAA,SD,8.0,8.0,-,-,5.59,126,13,3,26.0,26,3,21,23,23,1.08,7.27,1.88
Rob Kaminsky,29,"6' 0""",195,AAA,SEA,3.5,9.4,-,-,4.51,127,9,4,26.0,39,4,21,10,27,0.63,7.27,1.88
Wandisson Charles,27,"6' 4""",250,AAA,BAL,9.8,9.5,49%,10.2%,6.18,128,25,-,25.2,25,3,24,28,27,0.8,8.42,2.06
Kyle Wilcox,30,"6' 3""",195,AAA,COL,8.8,10.5,40%,10.8%,6.73,133,16,-,25.2,29,5,26,25,30,0.77,9.12,2.1
Cooper Criswell,28,"6' 6""",200,AAA,BOS,2.8,8.1,60%,12.8%,2.92,108,5,5,25.2,21,0,4,8,23,0.56,1.4,1.13
Wes Parsons,31,"6' 5""",206,AAA,CLE,7.4,12.6,30%,12.1%,5.78,123,12,5,25.2,22,5,12,21,36,1.28,4.21,1.68
Luis Ledo,29,"6' 4""",240,AAA,LAA,4.9,7.7,-,-,3.99,119,18,1,25.2,26,1,16,14,22,0.59,5.61,1.56
Justin Wrobleski,24,"6' 1""",194,AAA,LAD,5.3,12.6,-,-,4.19,117,5,5,25.2,29,4,15,15,36,0.85,5.26,1.71
Evan Fitterer,24,"6' 3""",215,AAA,MIA,6.7,10.2,-,-,5.94,126,6,6,25.2,29,4,22,19,29,0.54,7.71,1.87
Alex Speas,26,"6' 3""",205,AAA,BOS,11.6,13.0,62%,15.0%,6.89,138,27,-,25.2,30,5,31,33,37,0.95,10.87,2.45
Jose E. Hernandez,26,"6' 3""",205,AAA,LAD,4.9,9.8,-,-,3.28,119,22,1,25.2,28,1,16,14,28,1.0,5.61,1.64
Hans Crouse,25,"6' 4""",180,AAA,LAA,3.2,16.3,39%,17.8%,2.16,103,23,-,25.1,19,3,7,9,46,1.07,2.49,1.11
Cam Sanders,27,"6' 2""",175,AAA,CHC,11.4,13.9,52%,12.0%,6.11,131,23,-,25.1,23,4,14,32,39,0.89,4.97,2.17
Sal Romano,30,"6' 5""",255,AAA,BOS,4.6,5.3,50%,10.4%,6.27,117,15,-,25.1,31,5,26,13,15,0.75,9.24,1.74
Kolton Ingram,27,"5' 9""",170,AAA,STL,6.8,9.2,50%,12.5%,4.67,114,20,-,25.1,22,2,12,19,26,0.73,4.26,1.62
Andrew Walters,23,"6' 4""",222,AAA,CLE,5.7,12.1,-,-,4.59,112,28,-,25.1,19,4,10,16,34,3.2,3.55,1.38
Jack Little,26,"6' 4""",190,AAA,LAD,2.1,9.2,-,-,4.95,107,19,-,25.1,26,6,13,6,26,2.27,4.62,1.26
Manuel Rodríguez,28,"5' 11""",210,AAA,TB,2.2,10.2,84%,19.7%,2.95,96,23,-,24.2,19,2,3,6,28,0.46,1.09,1.01
Clayton Andrews,27,"5' 6""",160,AAA,NYY,8.0,10.2,56%,14.0%,5.47,108,20,-,24.2,15,3,16,22,28,0.95,5.84,1.5
Austin Kitchen,27,"6' 0""",200,AAA,COL,2.2,6.6,61%,9.2%,2.99,103,18,-,24.2,25,1,10,6,18,0.93,3.65,1.26
Jimmy Herget,30,"6' 3""",170,AAA,ATL,2.2,7.7,48%,10.8%,5.02,103,21,-,24.2,25,5,9,6,21,0.92,3.28,1.26
Ryan Zeferjahn,26,"6' 5""",209,AAA,BOS,6.2,11.3,29%,14.9%,5.1,115,18,1,24.2,20,3,15,17,31,1.28,5.47,1.5
Alex Young,30,"6' 3""",220,AAA,SF,2.9,8.4,-,-,3.61,98,25,-,24.2,17,2,6,8,23,0.6,2.19,1.01
Nick Robertson,26,"6' 6""",235,AAA,LAA,6.9,9.9,100%,12.5%,5.18,117,24,-,24.2,27,3,20,19,27,0.75,7.3,1.86
Grant Anderson,27,"6' 0""",180,AAA,TEX,4.8,11.1,39%,6.7%,2.58,106,23,-,24.1,19,0,8,13,30,1.33,2.96,1.32
Nolan Blackwood,29,"6' 5""",185,AAA,MIL,4.1,7.0,44%,11.0%,3.66,104,22,-,24.1,21,1,6,11,19,1.0,2.22,1.32
Jaime Barria,28,"6' 1""",210,AAA,CLE,2.2,10.0,67%,15.0%,2.79,96,13,1,24.1,19,2,13,6,27,0.87,4.81,1.03
Carl Edwards Jr.,32,"6' 3""",165,AAA,CHC,5.6,8.1,40%,10.8%,3.78,103,20,-,24.1,20,1,5,15,22,1.3,1.85,1.44
Kyle Backhus,26,"6' 4""",185,AAA,AZ,4.8,10.4,-,-,4.61,110,26,-,24.1,19,3,9,13,28,0.92,3.33,1.32
Jose Cuas,30,"6' 3""",195,AAA,TOR,5.2,13.3,37%,14.1%,3.28,110,23,-,24.1,25,2,15,14,36,0.83,5.55,1.6
Andrew Saalfrank,27,"6' 3""",205,AAA,AZ,3.8,10.5,56%,11.8%,3.2,95,18,-,24.0,17,2,7,10,28,0.43,2.63,1.13
Luis Frías,26,"6' 3""",245,AAA,AZ,4.1,9.0,-,-,5.66,109,21,-,24.0,24,5,13,11,24,0.88,4.88,1.46
Tyler Myrick,26,"6' 0""",205,AAA,SF,4.9,8.6,-,-,3.7,105,18,-,24.0,23,1,8,13,23,1.1,3.0,1.5
Nick Hernandez,29,"6' 1""",212,AAA,SD,3.4,12.9,35%,17.9%,2.38,100,17,-,23.2,19,1,5,9,34,2.18,1.9,1.18
Tayron Guerrero,33,"6' 8""",225,AAA,LAA,3.0,8.0,33%,10.5%,3.11,113,23,-,23.2,35,1,13,8,21,1.29,4.94,1.82
Nabil Crismatt,29,"6' 1""",220,AAA,TEX,1.5,9.5,50%,16.7%,3.8,107,12,3,23.2,33,4,17,4,25,0.73,6.46,1.56
Jonathan Bermúdez,28,"6' 2""",226,AAA,MIA,4.9,10.7,36%,6.9%,4.28,110,6,3,23.2,27,3,17,13,28,1.93,6.46,1.69
Ryan Shreve,26,"6' 6""",215,AAA,STL,4.6,5.7,-,-,5.14,105,11,-,23.2,26,3,9,12,15,0.86,3.42,1.61
Justin Bruihl,27,"6' 2""",215,AAA,CIN,3.9,9.3,50%,9.9%,3.07,97,19,-,23.1,16,0,6,10,24,0.68,2.31,1.11
Ricky Vanasco,25,"6' 3""",180,AAA,LAD,8.1,10.4,41%,9.1%,4.85,111,24,-,23.1,19,2,9,21,27,1.26,3.47,1.71
Andrew Wantz,28,"6' 4""",235,AAA,LAA,5.8,13.1,32%,12.9%,4.59,107,7,6,23.1,23,4,16,15,34,2.09,6.17,1.63
Vinny Nittoli,33,"6' 1""",210,AAA,OAK,4.2,13.9,43%,15.6%,3.33,100,20,-,23.1,20,3,7,11,36,1.29,2.7,1.33
Blake Holub,25,"6' 6""",230,AAA,MIL,8.5,11.6,42%,12.8%,4.59,114,25,-,23.1,26,2,22,22,30,1.25,8.49,2.06
Thomas Harrington,23,"6' 2""",185,AAA,PIT,1.2,6.6,-,-,3.81,85,4,4,23.1,14,3,8,3,17,1.32,3.09,0.73
Adam Mazur,23,"6' 2""",180,AAA,SD,2.4,8.6,45%,9.0%,4.33,99,5,5,23.0,28,4,20,6,22,0.95,7.83,1.48
Raymond Burgos,25,"6' 5""",170,AAA,SF,0.8,9.4,100%,16.7%,3.46,87,10,-,23.0,16,3,4,2,24,0.56,1.57,0.78
Hurston Waldrep,22,"6' 2""",210,AAA,ATL,6.3,11.4,42%,22.5%,4.46,102,5,5,23.0,19,3,13,16,29,1.0,5.09,1.52
Trevor McDonald,23,"6' 2""",200,AAA,SF,2.4,7.8,-,-,3.64,100,5,4,23.0,26,2,12,6,20,0.77,4.7,1.39
Enoli Paredes,28,"5' 11""",171,AAA,MIL,4.0,14.3,57%,19.6%,1.44,89,20,-,22.2,11,0,3,10,36,1.07,1.19,0.93
Edward Cabrera,26,"6' 5""",217,AAA,MIA,4.8,10.7,46%,9.4%,2.52,96,6,6,22.2,18,0,6,12,27,1.11,2.38,1.32
Alex Young,30,"6' 3""",220,AAA,CIN,2.8,8.7,60%,15.4%,3.02,87,23,-,22.2,12,1,3,7,22,0.57,1.19,0.84
Zach Penrod,27,"6' 2""",210,AAA,BOS,6.4,13.5,-,-,3.61,107,11,5,22.2,25,2,16,16,34,0.94,6.35,1.81
Ryan Garcia,26,"6' 0""",180,AAA,TEX,3.2,11.9,-,-,2.89,91,4,4,22.2,15,2,6,8,30,1.64,2.38,1.01
Kyle Leahy,27,"6' 5""",225,AAA,STL,2.8,11.7,46%,14.4%,5.06,95,13,-,22.1,23,6,11,7,29,0.5,4.43,1.34
Chasen Shreve,34,"6' 4""",180,AAA,TEX,3.6,9.7,45%,15.3%,2.84,81,20,-,22.1,8,1,4,9,24,1.11,1.61,0.76
Wilmer Flores,23,"6' 4""",225,AAA,DET,7.7,7.7,43%,10.9%,5.24,106,13,-,22.1,22,2,15,19,19,1.09,6.04,1.84
Ricky Karcher,26,"6' 4""",230,AAA,AZ,12.5,12.5,39%,13.1%,5.33,109,21,-,22.1,13,1,21,31,31,0.65,8.46,1.97
T.J. Zeuch,29,"6' 7""",245,AAA,WSH,3.6,4.8,55%,7.8%,9.17,122,11,1,22.1,44,9,29,9,12,0.56,11.69,2.37
Brandon Komar,25,"6' 0""",200,AAA,STL,3.6,7.7,48%,9.9%,4.01,101,10,-,22.1,27,2,13,9,19,0.73,5.24,1.61
Tyler Beede,31,"6' 2""",216,AAA,CLE,6.5,9.7,52%,10.6%,6.41,115,12,5,22.1,33,5,28,16,24,0.67,11.28,2.19
Ty Adcock,27,"6' 0""",213,AAA,NYM,5.2,10.5,39%,13.4%,4.51,112,22,-,22.1,31,3,13,13,26,1.28,5.24,1.97
Nick Garcia,25,"6' 4""",215,AAA,SF,9.3,7.7,-,-,7.09,109,16,-,22.1,22,4,15,23,19,0.63,6.04,2.01
Miguel Cienfuegos,27,"6' 4""",195,AAA,SD,6.0,4.0,-,-,6.37,108,5,5,22.1,29,3,19,15,10,0.63,7.66,1.97
Adrián Martínez,27,"6' 2""",215,AAA,OAK,6.1,7.8,50%,16.2%,7.66,116,18,-,22.0,37,7,27,15,19,0.67,11.05,2.36
Chris Gau,27,"6' 2""",210,AAA,PIT,7.0,7.4,38%,8.3%,6.25,103,10,1,22.0,22,4,14,17,18,1.3,5.73,1.77
Colin Selby,26,"6' 2""",220,AAA,KC,4.5,11.5,100%,8.8%,4.2,95,20,-,22.0,17,3,13,11,28,0.76,5.32,1.27
Scott Effross,30,"6' 2""",202,AAA,NYY,2.1,8.2,-,-,3.25,90,19,-,22.0,21,2,10,5,20,0.57,4.09,1.18
Richard Lovelady,29,"6' 0""",185,AAA,TB,0.8,13.1,-,-,0.7,97,20,-,22.0,27,0,10,2,32,0.67,4.09,1.32
Gunnar Hoglund,24,"6' 4""",220,AAA,OAK,2.9,8.2,38%,15.2%,4.84,90,4,4,22.0,19,4,12,7,20,1.69,4.91,1.18
Nick Robertson,26,"6' 6""",235,AAA,STL,6.7,8.7,50%,12.0%,5.61,102,21,-,21.2,23,3,18,16,21,0.82,7.48,1.8
Mike Clevinger,33,"6' 4""",215,AAA,CWS,2.9,8.3,35%,6.9%,5.18,99,6,6,21.2,27,4,13,7,20,2.23,5.4,1.57
Jaime Arias,25,"6' 0""",210,AAA,CLE,5.4,5.4,26%,2.6%,8.25,106,7,1,21.2,35,7,20,13,13,3.4,8.31,2.22
Alex Speas,26,"6' 3""",205,AAA,HOU,9.1,12.9,30%,15.4%,6.6,113,21,-,21.2,27,5,25,22,31,1.0,10.38,2.26
Tyler Zuber,29,"5' 11""",195,AAA,TB,2.5,12.1,55%,6.0%,3.29,87,18,-,21.2,16,3,6,6,29,1.5,2.49,1.02
Caleb Baragar,30,"6' 3""",215,AAA,MIN,4.2,8.3,42%,13.5%,4.71,96,13,3,21.2,23,3,12,10,20,1.0,4.98,1.52
Bobby Miller,25,"6' 5""",220,AAA,LAD,6.7,7.1,-,-,4.76,102,5,5,21.2,21,1,14,16,17,0.53,5.82,1.71
Gavin Hollowell,26,"6' 7""",215,AAA,AZ,7.1,12.5,-,-,4.29,105,24,-,21.2,21,2,15,17,30,1.5,6.23,1.75
Beau Brieske,26,"6' 3""",200,AAA,DET,4.6,9.3,42%,10.6%,2.96,91,13,-,21.1,19,0,7,11,22,1.18,2.95,1.41
Shintaro Fujinami,30,"6' 6""",180,AAA,NYM,11.8,10.1,33%,7.6%,6.57,103,20,-,21.1,10,2,17,28,24,1.71,7.17,1.78
Nicholas Padilla,27,"6' 2""",220,AAA,CWS,5.1,10.6,62%,19.4%,4.53,91,17,-,21.1,17,3,9,12,25,0.71,3.8,1.36
Matt Carasiti,33,"6' 2""",205,AAA,COL,4.6,11.0,44%,10.8%,3.67,97,20,-,21.1,22,2,14,11,26,0.85,5.91,1.55
Jesus Tinoco,29,"6' 4""",258,AAA,TEX,4.2,11.4,47%,15.0%,4.05,89,15,-,21.1,20,3,9,10,27,0.94,3.8,1.41
Stephen Jones,27,"6' 4""",195,AAA,COL,10.1,11.0,40%,14.2%,7.51,135,20,-,21.1,43,5,31,24,26,1.22,13.08,3.14
Shaun Anderson,29,"6' 6""",228,AAA,TEX,1.7,9.3,36%,15.9%,2.92,84,4,4,21.1,18,2,6,4,22,1.5,2.53,1.03
Landen Roupp,25,"6' 2""",205,AAA,SF,5.9,12.7,39%,14.0%,2.96,90,8,6,21.1,14,1,9,14,30,0.6,3.8,1.31
Sauryn Lao,25,"6' 2""",182,AAA,LAD,4.2,7.6,-,-,2.92,92,12,-,21.1,21,0,8,10,18,1.39,3.38,1.45
Ryan Rolison,27,"6' 2""",213,AAA,COL,3.4,8.4,-,-,4.91,93,15,1,21.1,24,4,15,8,20,0.86,6.33,1.5
Chase Lee,26,"6' 0""",170,AAA,DET,3.8,9.7,-,-,3.67,104,15,-,21.1,29,2,8,9,23,0.83,3.38,1.78
William Fleming,25,"6' 6""",220,AAA,KC,3.0,6.9,50%,8.3%,4.96,95,5,5,21.0,24,3,12,7,16,0.61,5.14,1.48
Zach Davies,31,"6' 0""",180,AAA,KC,3.9,5.1,40%,5.5%,4.58,93,5,5,21.0,20,2,10,9,12,1.43,4.29,1.38
Matt Gage,31,"6' 3""",265,AAA,LAD,5.1,11.6,32%,14.4%,3.58,92,20,-,21.0,17,2,10,12,27,0.8,4.29,1.38
Woo-Suk Go,26,"5' 11""",198,AAA,MIA,3.0,6.0,48%,6.5%,5.63,91,16,-,21.0,23,4,10,7,14,1.5,4.29,1.43
Jordan Wicks,24,"6' 3""",220,AAA,CHC,3.4,10.3,60%,12.1%,5.15,89,7,7,21.0,18,5,13,8,24,0.77,5.57,1.24
Grant Gavin,29,"6' 2""",185,AAA,CIN,7.3,6.9,-,-,5.34,102,8,4,21.0,25,2,18,17,16,1.44,7.71,2.0
Steven Jennings,25,"6' 2""",175,AAA,TEX,1.7,7.3,-,-,5.25,83,10,1,21.0,16,5,9,4,17,1.3,3.86,0.95
Sam Long,29,"6' 1""",185,AAA,KC,2.2,10.0,30%,12.9%,1.67,84,16,-,20.2,17,0,3,5,23,1.79,1.31,1.06
Cole McDonald,27,"6' 1""",218,AAA,HOU,6.1,7.8,49%,11.5%,7.51,98,20,-,20.2,25,6,23,14,18,0.67,10.02,1.89
Francisco Morales,24,"6' 4""",185,AAA,AZ,9.2,13.5,43%,15.7%,6.07,102,19,-,20.2,20,3,21,21,31,0.77,9.15,1.98
Cody Bolton,26,"6' 2""",210,AAA,SEA,3.9,10.5,100%,28.6%,3.75,87,23,-,20.2,15,2,10,9,24,1.06,4.35,1.16
Ryan Burr,30,"6' 4""",220,AAA,TOR,3.9,16.6,-,-,1.42,91,20,-,20.2,20,1,9,9,38,2.43,3.92,1.4
Braydon Fisher,24,"6' 4""",180,AAA,TOR,8.3,11.3,-,-,3.45,101,16,-,20.2,21,0,14,19,26,2.18,6.1,1.94
Jon Duplantier,30,"6' 4""",229,AAA,NYM,9.7,9.7,41%,9.9%,5.89,102,16,-,20.1,22,2,12,22,22,1.13,5.31,2.16
Yariel Rodríguez,27,"6' 0""",165,AAA,TOR,5.8,14.6,42%,9.3%,2.01,87,8,7,20.1,12,0,3,13,33,1.33,1.33,1.23
Brock Burke,28,"6' 4""",210,AAA,TEX,5.8,7.5,67%,0.0%,4.1,96,16,-,20.1,25,1,12,13,17,1.28,5.31,1.87
J.C. Flowers,26,"6' 3""",195,AAA,PIT,11.7,7.2,54%,8.6%,8.4,112,14,2,20.0,27,4,20,26,16,0.32,9.0,2.65
Spencer Stockton,28,"6' 3""",210,AAA,CIN,6.3,7.2,38%,10.4%,7.1,95,12,-,20.0,25,5,17,14,16,1.44,7.65,1.95
Antonio Jimenez,23,"5' 11""",145,AAA,TB,2.7,8.1,40%,12.1%,4.25,80,13,1,20.0,16,3,9,6,18,1.5,4.05,1.1
Joel Kuhnel,29,"6' 5""",290,AAA,TOR,2.3,3.2,56%,15.2%,3.4,83,15,-,20.0,21,0,5,5,7,0.48,2.25,1.3
Guillermo Zuñiga,25,"6' 5""",230,AAA,LAA,3.6,5.9,40%,11.1%,5.85,88,21,-,20.0,20,4,13,8,13,1.42,5.85,1.4
Steven Matz,33,"6' 2""",205,AAA,STL,2.3,7.2,-,-,3.8,81,6,6,20.0,18,2,6,5,16,0.95,2.7,1.15
Austin Warren,28,"6' 0""",170,AAA,SF,2.7,10.4,-,-,3.9,88,21,-,20.0,21,3,11,6,23,1.18,4.95,1.35
Eric Pardinho,23,"5' 10""",155,AAA,TOR,8.1,8.6,-,-,6.1,98,17,-,20.0,19,3,17,18,19,0.78,7.65,1.85
Michael Rucker,30,"6' 1""",195,AAA,PHI,4.1,11.7,-,-,4.05,100,17,-,20.0,31,3,16,9,26,1.06,7.2,2.0
Eli Villalobos,27,"6' 4""",195,AAA,DET,7.7,10.8,45%,11.7%,5.6,100,16,-,20.0,23,3,16,17,24,1.13,7.2,2.0
Carson Palmquist,23,"6' 3""",185,AAA,COL,6.3,7.7,-,-,4.9,88,4,4,20.0,19,2,11,14,17,2.17,4.95,1.65
Josh Fleming,28,"6' 2""",220,AAA,SEA,1.4,5.0,-,-,4.8,84,16,-,20.0,17,3,10,3,11,0.34,4.5,1.0
Eduard Bazardo,28,"6' 0""",190,AAA,SEA,5.0,12.8,46%,11.9%,3.36,87,20,-,19.2,16,2,9,11,28,1.0,4.12,1.37
Freddy Tarnok,25,"6' 3""",185,AAA,PHI,4.6,10.1,-,-,7.0,92,13,5,19.2,22,6,20,10,22,1.33,9.15,1.63
Chris Devenski,33,"6' 3""",211,AAA,SEA,2.3,11.4,-,-,2.73,76,17,-,19.2,13,2,7,5,25,1.36,3.2,0.92
Huascar Ynoa,26,"6' 2""",220,AAA,ATL,2.8,7.0,43%,7.1%,4.25,75,6,5,19.1,15,2,8,6,15,1.18,3.72,1.09
Bowden Francis,28,"6' 5""",220,AAA,TOR,1.4,11.2,53%,8.4%,2.0,70,6,4,19.1,8,1,2,3,24,1.0,0.93,0.57
Erich Uelmen,28,"6' 3""",195,AAA,AZ,3.7,7.9,-,-,5.5,94,16,-,19.1,25,3,12,8,17,0.86,5.59,1.71
Evan Justice,26,"6' 4""",205,AAA,COL,13.7,10.0,39%,9.1%,7.57,111,26,-,19.0,21,2,22,29,21,1.77,10.42,2.63
Alec Marsh,26,"6' 2""",220,AAA,KC,2.8,11.8,71%,17.0%,2.52,70,5,5,19.0,8,1,3,6,25,0.81,1.42,0.74
Ky Bush,24,"6' 6""",250,AAA,CWS,4.7,7.6,-,-,5.46,85,4,2,19.0,19,3,13,10,16,0.58,6.16,1.53
Zebby Matthews,24,"6' 5""",225,AAA,MIN,0.5,10.9,-,-,3.83,81,4,4,19.0,24,4,12,1,23,0.78,5.68,1.32
Tobias Myers,26,"6' 1""",217,AAA,MIL,3.4,11.6,55%,12.6%,3.15,75,5,3,18.2,13,2,3,7,24,0.55,1.45,1.07
John Means,31,"6' 4""",230,AAA,BAL,3.4,10.6,35%,11.1%,5.67,85,6,6,18.2,22,5,18,7,22,1.54,8.68,1.55
Zac Kristofak,26,"5' 9""",189,AAA,LAA,2.4,4.8,44%,5.7%,4.35,77,6,3,18.2,19,2,7,5,10,1.53,3.38,1.29
Dalton Roach,28,"6' 2""",210,AAA,CWS,4.3,10.1,14%,6.7%,4.85,81,16,-,18.2,15,3,10,9,21,1.83,4.82,1.29
Antoine Kelly,24,"6' 5""",205,AAA,COL,13.5,12.1,-,-,6.11,109,22,-,18.2,22,1,23,28,25,1.46,11.09,2.68
Adrian Houser,31,"6' 3""",242,AAA,CHC,2.4,5.8,-,-,3.2,76,4,4,18.2,15,0,8,5,12,0.52,3.86,1.07
Daulton Jefferies,29,"6' 0""",182,AAA,SF,2.5,8.4,39%,9.1%,3.92,75,4,2,18.1,14,2,7,5,17,1.25,3.44,1.04
Braxton Garrett,27,"6' 2""",202,AAA,MIA,1.5,7.9,57%,12.1%,4.08,69,4,4,18.1,14,3,8,3,16,0.5,3.93,0.93
Collin Snider,28,"6' 4""",195,AAA,SEA,3.9,10.8,33%,8.8%,3.53,86,17,1,18.1,23,2,7,8,22,1.54,3.44,1.69
Jeff Lindgren,27,"6' 1""",200,AAA,MIA,5.4,9.8,24%,8.7%,9.44,84,8,1,18.1,22,9,17,11,20,1.5,8.35,1.8
Braxton Ashcraft,24,"6' 5""",195,AAA,PIT,2.0,6.4,-,-,2.43,74,4,3,18.1,14,0,1,4,13,1.05,0.49,0.98
Yerry Rodríguez,26,"6' 2""",198,AAA,TOR,9.3,14.2,-,-,3.86,92,16,-,18.1,16,1,10,19,29,0.47,4.91,1.91
Hunter Bigge,26,"6' 1""",205,AAA,TB,3.9,15.2,-,-,3.97,71,18,-,18.1,8,4,5,8,31,2.43,2.45,0.87
Stephen Gonsalves,30,"6' 5""",218,AAA,LAD,10.0,11.5,50%,26.7%,6.31,86,15,-,18.0,14,3,12,20,23,2.5,6.0,1.89
Justin Anderson,31,"6' 3""",230,AAA,CWS,2.0,12.5,57%,13.8%,1.81,73,16,-,18.0,14,1,5,4,25,0.67,2.5,1.0
Danny Duffy,35,"6' 3""",205,AAA,TEX,8.5,8.5,-,-,5.59,82,10,2,18.0,14,2,11,17,17,3.86,5.5,1.72
Eli Villalobos,27,"6' 4""",195,AAA,MIA,5.5,11.0,45%,11.7%,5.09,83,13,-,18.0,17,3,9,11,22,1.07,4.5,1.56
Alek Manoah,26,"6' 6""",285,AAA,TOR,3.5,13.0,42%,12.3%,4.37,81,4,4,18.0,23,4,13,7,26,0.79,6.5,1.67
Cade Horton,23,"6' 1""",211,AAA,CHC,5.5,11.0,24%,14.4%,5.48,81,5,5,18.0,17,4,15,11,22,2.88,7.5,1.56
Mike Burrows,24,"6' 1""",190,AAA,PIT,2.0,10.0,-,-,4.87,81,5,4,18.0,21,4,8,4,20,1.13,4.0,1.39
Drew Strotman,27,"6' 3""",195,AAA,SF,6.0,10.5,-,-,6.03,92,18,-,18.0,22,3,12,12,21,0.94,6.0,1.89
Bubba Chandler,21,"6' 2""",200,AAA,PIT,2.0,11.5,-,-,2.03,69,3,3,18.0,12,1,3,4,23,0.88,1.5,0.89
Austin Schulfer,28,"6' 2""",175,AAA,MIN,5.1,7.1,57%,6.8%,5.0,78,11,-,17.2,18,2,10,10,14,0.75,5.09,1.58
Angel Reyes,26,"6' 2""",205,AAA,DET,8.2,5.1,57%,9.3%,7.79,88,9,1,17.2,19,3,15,16,10,0.7,7.64,1.98
Christian Romero,21,"6' 3""",195,AAA,LAD,2.6,4.1,57%,11.4%,7.79,86,4,4,17.2,22,5,18,5,8,1.05,9.17,1.53
Brendon Little,28,"6' 2""",195,AAA,TOR,6.8,13.0,65%,12.7%,2.56,79,16,-,17.1,17,0,8,13,25,0.33,4.15,1.73
Carmen Mlodzinski,25,"6' 2""",220,AAA,PIT,4.2,8.8,39%,14.9%,6.01,80,15,-,17.1,22,4,13,8,17,1.07,6.75,1.73
Domingo Gonzalez,24,"6' 0""",185,AAA,ATL,3.1,16.1,-,-,2.09,75,17,-,17.1,12,1,8,6,31,3.2,4.15,1.04
Jack Neely,24,"6' 8""",245,AAA,CHC,2.6,13.0,-,-,2.09,70,15,-,17.1,14,1,4,5,25,1.78,2.08,1.1
Franco Aleman,24,"6' 6""",235,AAA,CLE,4.8,14.3,35%,15.0%,2.73,70,17,-,17.0,11,1,5,9,27,0.82,2.65,1.18
Anthony Banda,31,"6' 2""",221,AAA,CLE,3.2,13.2,68%,14.8%,2.26,66,12,-,17.0,10,1,4,6,25,0.6,2.12,0.94
Josh Green,28,"6' 3""",211,AAA,AZ,6.4,4.2,54%,5.3%,5.32,78,13,1,17.0,22,1,12,12,8,0.52,6.35,2.0
Frankie Scalzo Jr.,24,"6' 3""",185,AAA,CHC,5.8,9.0,-,-,5.44,82,15,-,17.0,20,3,10,11,17,0.55,5.29,1.82
Ty Tice,28,"5' 9""",185,AAA,WSH,7.9,12.7,-,-,5.32,79,14,-,17.0,13,3,8,15,24,1.25,4.24,1.65
Richard Bleier,37,"6' 3""",238,AAA,WSH,1.1,5.4,50%,29.4%,3.94,68,15,-,16.2,20,2,8,2,10,0.57,4.32,1.32
Mauricio Llovera,28,"5' 11""",224,AAA,SEA,4.3,6.5,66%,7.5%,5.79,71,14,1,16.2,13,3,9,8,12,0.48,4.86,1.26
Ryan Burr,30,"6' 4""",220,AAA,PHI,2.7,15.7,31%,19.5%,1.35,67,15,-,16.2,14,1,4,5,29,2.17,2.16,1.14
Erik Swanson,30,"6' 3""",225,AAA,TOR,7.0,9.2,43%,8.6%,9.31,90,18,-,16.2,28,7,21,13,17,1.07,11.34,2.46
Zach Barnes,25,"6' 0""",180,AAA,AZ,6.5,5.9,50%,11.2%,7.03,92,10,-,16.2,28,3,25,12,11,0.65,13.5,2.4
